motion_id,meeting_id,meeting_type,vote_date,vote_number,agenda_description,vote_start_date_time,decision,member_vote_count,vote_counts
18802-11414,18802,Public Hearing,2026-02-24,11414,2. CD-1 Amendment: CD-1 (566) East Fraser Lands Town Square Precinct: 3575 Sawmill Crescent and CD-1 (567) East Fraser Lands Waterfront Precinct: 8711,2026-02-24T20:08:55-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18802-11413,18802,Public Hearing,2026-02-24,11413,1. CD-1 Rezoning: 2268-2294 West 3rd Avenue and 1902-1912 Vine Street,2026-02-24T19:28:09-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18785-11411,18785,Council,2026-02-24,11411,R5. FIFA World Cup 26 Vancouver Special Use Lane Designation,2026-02-24T11:59:53-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18785-11410,18785,Council,2026-02-24,11410,R3. Closure & Sale Portion of Road Adjacent to 1710-1730 East Pender Street,2026-02-24T11:59:33-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18785-11408,18785,Council,2026-02-24,11408,R2. Approval of Business Improvement Areas (BIAs) Renewals 2026,2026-02-24T11:59:00-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18785-11407,18785,Council,2026-02-24,11407,"R6. Issues Report: Proposed Land Use Change for Former Molson Brewery
Exceptional Industrial Site",2026-02-24T11:40:39-08:00,Carried,11,"{""In Favour"": 10, ""In Opposition"": 1, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18785-11406,18785,Council,2026-02-24,11406,R1. 2STGD+ Safety and Inclusion Action Plan Renewal,2026-02-24T11:05:50-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18785-11405,18785,Council,2026-02-24,11405,Presentation - VanStat Update on Roads and Sidewalks,2026-02-24T10:33:20-08:00,Carried Unanimously,11,"{""In Favour"": 11, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18785-11404,18785,Council,2026-02-24,11404,Presentation - VanStat Update on Roads and Sidewalks - Amendment,2026-02-24T10:30:01-08:00,Lost,11,"{""In Favour"": 4, ""In Opposition"": 7, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18873-11403,18873,Public Hearing,2026-02-19,11403,"Item 4.\tCD-1 (915) Text Amendment: 450-496 Prior Street, 550 Malkin Avenue and 1002 Station Street",2026-02-19T20:17:09-08:00,Carried Unanimously,11,"{""In Favour"": 7, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 4, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18873-11402,18873,Public Hearing,2026-02-19,11402,Item 3.\tCD-1 Rezoning: 1470-1476 West Broadway,2026-02-19T19:48:36-08:00,Carried Unanimously,11,"{""In Favour"": 7, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 4, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18873-11401,18873,Public Hearing,2026-02-19,11401,Item 2. CD-1 Rezoning: 816-860 West 13th Avenue and 2915-2925 Willow Street,2026-02-19T19:20:07-08:00,Carried Unanimously,11,"{""In Favour"": 7, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 4, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18872-11400,18872,Public Hearing,2026-02-17,11400,CD-1 (899) Text Amendment: 3360-3384 Vanness Avenue and 3347 Clive Avenue,2026-02-18T00:02:49-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 1, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18872-11399,18872,Public Hearing,2026-02-17,11399,CD-1 (519) Text Amendment and Gaming Control Act Approval: 39-65 Smithe Street,2026-02-17T22:45:01-08:00,Carried,11,"{""In Favour"": 5, ""In Opposition"": 4, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18872-11398,18872,Public Hearing,2026-02-17,11398,CD-1 (519) Text Amendment and Gaming Control Act Approval: 39-65 Smithe Street - Amendment,2026-02-17T22:34:00-08:00,Lost,11,"{""In Favour"": 4, ""In Opposition"": 6, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18872-11394,18872,Public Hearing,2026-02-17,11394,CD-1 REZONING: 453-461 East 10th Avenue and 2536-2542 Guelph Street,2026-02-17T19:54:12-08:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 1, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18875-11392,18875,Public Hearing,2026-02-12,11392,2. CD-1 Rezoning: 7051 Ash Crescent (Langara Gardens),2026-02-12T20:40:36-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18875-11391,18875,Public Hearing,2026-02-12,11391,1. CD-1 Rezoning: 324 West 10th Avenue,2026-02-12T19:08:05-08:00,Carried Unanimously,11,"{""In Favour"": 7, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 4, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18777-11390,18777,Auditor General Committee,2026-02-12,11390,2. 2025 Annual Whistleblower Report,2026-02-12T11:54:53-08:00,Carried Unanimously,6,"{""In Favour"": 4, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18777-11389,18777,Auditor General Committee,2026-02-12,11389,1. Audit of Land Sales and Exchanges,2026-02-12T11:27:47-08:00,Carried Unanimously,6,"{""In Favour"": 4, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18777-11388,18777,Auditor General Committee,2026-02-12,11388,1. Audit of Land Sales and Exchanges - amendment,2026-02-12T11:25:43-08:00,Carried Unanimously,6,"{""In Favour"": 4, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18874-11387,18874,Public Hearing,2026-02-10,11387,4. CD-1 Rezonings: (i) 15-27 West Hastings Street and (ii) 8-36 West Cordova Street,2026-02-10T22:17:04-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18874-11386,18874,Public Hearing,2026-02-10,11386,3. CD-1 Rezoning: 800-876 Granville Street,2026-02-10T20:17:02-08:00,Carried Unanimously,11,"{""In Favour"": 7, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 4, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18874-11385,18874,Public Hearing,2026-02-10,11385,2. CD-1 (776) Text Amendment: 118-150 Robson Street (Now 828 Cambie Street),2026-02-10T19:18:32-08:00,Carried Unanimously,11,"{""In Favour"": 7, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 4, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18874-11384,18874,Public Hearing,2026-02-10,11384,1. Enabling Greater Flexibility for Childcare in Residential Zones: Amendments to the Zoning and Development By-law,2026-02-10T18:57:37-08:00,Carried Unanimously,11,"{""In Favour"": 7, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 4, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18874-11383,18874,Public Hearing,2026-02-10,11383,4. CD-1 Rezoning: 1405 Main Street and 1510 Quebec Street,2026-02-10T16:21:12-08:00,Carried,11,"{""In Favour"": 6, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18874-11382,18874,Public Hearing,2026-02-10,11382,4. CD-1 Rezoning: 1405 Main Street and 1510 Quebec Street,2026-02-10T16:07:34-08:00,Lost,11,"{""In Favour"": 2, ""In Opposition"": 6, ""Abstain"": 1, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18874-11381,18874,Public Hearing,2026-02-10,11381,4. CD-1 Rezoning: 1405 Main Street and 1510 Quebec Street,2026-02-10T16:03:18-08:00,Lost,11,"{""In Favour"": 2, ""In Opposition"": 6, ""Abstain"": 1, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18871-11380,18871,Public Hearing,2026-02-05,11380,5. CD-1 Rezoning: 8080 Yukon Street,2026-02-05T21:40:43-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18871-11379,18871,Public Hearing,2026-02-05,11379,4. CD-1 Rezoning: 1550 West 11th Avenue,2026-02-05T20:58:31-08:00,Carried,11,"{""In Favour"": 7, ""In Opposition"": 1, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18871-11378,18871,Public Hearing,2026-02-05,11378,3. CD-1 Rezoning: 4967-5017 Main Street,2026-02-05T20:06:23-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18871-11377,18871,Public Hearing,2026-02-05,11377,2. CD-1 Rezoning: 1613-1625 Nanaimo Street,2026-02-05T19:57:39-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18871-11376,18871,Public Hearing,2026-02-05,11376,1. CD-1 Rezoning: 10 East 11th Avenue,2026-02-05T19:38:28-08:00,Carried Unanimously,11,"{""In Favour"": 7, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 4, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18825-11374,18825,City Finance & Services,2026-02-04,11374,R1. 2026 Supportive Housing and Single Room Accommodation (SRO) Upgrade Capital Grants,2026-02-04T15:33:49-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18825-11373,18825,City Finance & Services,2026-02-04,11373,M6. Honouring the Horse: Saving Vancouver's Iconic Lunar New Year Community Gala in Chinatown,2026-02-04T15:24:33-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18825-11372,18825,City Finance & Services,2026-02-04,11372,M6. Honouring the Horse: Saving Vancouver's Iconic Lunar New Year Community Gala in Chinatown - amendment,2026-02-04T15:23:46-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18825-11371,18825,City Finance & Services,2026-02-04,11371,M5. Bus To Move: Prioritizing Transit Trouble Spots for Snow and Ice Removal,2026-02-04T14:43:23-08:00,Lost,11,"{""In Favour"": 2, ""In Opposition"": 6, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18825-11370,18825,City Finance & Services,2026-02-04,11370,M4. Advancing Democratic Innovation in Vancouver Municipal Elections to Increase Voter Turnout and Improve Democratic Legitimacy,2026-02-04T14:21:59-08:00,Lost,11,"{""In Favour"": 3, ""In Opposition"": 7, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18825-11369,18825,City Finance & Services,2026-02-04,11369,M3. Reducing Business-Generated Organic Waste to Meet Vancouver's Climate Emergency Action Plan Targets - referral motion,2026-02-04T13:41:53-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18825-11368,18825,City Finance & Services,2026-02-04,11368,R2. City-wide Design and Development Guidelines - Targeted Refinements and Implementation Actions,2026-02-04T13:07:11-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18825-11367,18825,City Finance & Services,2026-02-04,11367,R2. City-wide Design and Development Guidelines - Targeted Refinements and Implementation Actions - amendment,2026-02-04T13:06:27-08:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18825-11366,18825,City Finance & Services,2026-02-04,11366,M2. Igniting our Spirits: Bringing Vancouver Together Through Summer Celebration,2026-02-04T12:04:54-08:00,Carried,11,"{""In Favour"": 7, ""In Opposition"": 3, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18825-11365,18825,City Finance & Services,2026-02-04,11365,M2. Igniting our Spirits: Bringing Vancouver Together Through Summer Celebration - amendment,2026-02-04T11:51:13-08:00,Lost,11,"{""In Favour"": 2, ""In Opposition"": 7, ""Abstain"": 1, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18825-11364,18825,City Finance & Services,2026-02-04,11364,M1. A World Cup for Everyone: Exploring Free Public Viewing Opportunities at BC Place and the PNE Amphitheatre,2026-02-04T11:35:02-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18825-11363,18825,City Finance & Services,2026-02-04,11363,M1. A World Cup for Everyone: Exploring Free Public Viewing Opportunities at BC Place and the PNE Amphitheatre - amendment,2026-02-04T11:33:29-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18870-11362,18870,Public Hearing,2026-02-03,11362,Vote to extend the meeting past 10 pm to complete the remainder of the agenda,2026-02-03T22:06:48-08:00,Lost,11,"{""In Favour"": 8, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18870-11361,18870,Public Hearing,2026-02-03,11361,"3. CD-1 Rezoning: 1402-1462 Burrard Street, 1401-1451 Hornby Street and 900 Pacific Street",2026-02-03T22:05:41-08:00,Carried,11,"{""In Favour"": 8, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18870-11360,18870,Public Hearing,2026-02-03,11360,"Amendment - 3. CD-1 Rezoning: 1402-1462 Burrard Street, 1401-1451 Hornby Street and 900 Pacific Street",2026-02-03T21:54:46-08:00,Lost,11,"{""In Favour"": 2, ""In Opposition"": 8, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18870-11359,18870,Public Hearing,2026-02-03,11359,2. CD-1 Text Amendment: 138 East 7th Avenue,2026-02-03T20:17:17-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18870-11358,18870,Public Hearing,2026-02-03,11358,1. Rezoning: 6507-6527 Maple Street,2026-02-03T19:33:48-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18784-11357,18784,Council,2026-02-03,11357,NEW BUSINESS - Requests for Leave of Absence,2026-02-03T12:28:27-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18784-11356,18784,Council,2026-02-03,11356,ADMINISTRATIVE MOTIONS 2 - Rupert and Renfrew Station Area Plan Implementation â€“ City-Initiated Amendments to the Zoning and Development By-law and Building By-law,2026-02-03T12:28:05-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18784-11355,18784,Council,2026-02-03,11355,ADMINISTRATIVE MOTIONS 1 - Miscellaneous Amendments â€“ Various Land Use Documents,2026-02-03T12:27:44-08:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18784-11353,18784,Council,2026-02-03,11353,RR21. CD-1 Rezoning: 816-860 West 13th Avenue and 2915-2925 Willow Street - Adopted on Consent,2026-02-03T12:27:06-08:00,Carried Unanimously,11,"{""In Favour"": 11, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18784-11352,18784,Council,2026-02-03,11352,RR20. CD-1 (843) Text Amendment: 888 West Broadway (Formerly 878-898 West Broadway) - Adopted on Consent,2026-02-03T12:26:45-08:00,Carried Unanimously,11,"{""In Favour"": 11, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18784-11351,18784,Council,2026-02-03,11351,"RR19. CD-1 Rezoning: 4911-5255 Heather Street, 637-657 West 37th Avenue, and 620-689 West 35th Avenue (Heather Lands) - Adopted on Consent",2026-02-03T12:26:17-08:00,Carried Unanimously,11,"{""In Favour"": 11, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18784-11350,18784,Council,2026-02-03,11350,RR18. CD-1 Rezoning: 3553-3563 East Hastings Street - Adopted on Consent,2026-02-03T12:25:58-08:00,Carried Unanimously,11,"{""In Favour"": 11, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18784-11349,18784,Council,2026-02-03,11349,RR17. CD-1 Rezoning: 3295-3333 Commercial Drive - Adopted on Consent,2026-02-03T12:25:36-08:00,Carried Unanimously,11,"{""In Favour"": 11, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18784-11348,18784,Council,2026-02-03,11348,RR15. CD-1 Amendment: CD-1 (566) East Fraser Lands Town Square Precinct: 3575 Sawmill Crescent and CD-1 (567) East Fraser Lands Waterfront Precinct: 8711 River District Crossing and 3522 East Kent Avenue South - Adopted on Conse,2026-02-03T12:25:12-08:00,Carried Unanimously,11,"{""In Favour"": 11, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18784-11347,18784,Council,2026-02-03,11347,RR14. CD-1 Rezoning: 441 East Pender Street - Adopted on Consent,2026-02-03T12:24:36-08:00,Carried Unanimously,11,"{""In Favour"": 11, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18784-11346,18784,Council,2026-02-03,11346,"RR13. CD-1 (915) Text Amendment: 450-496 Prior Street, 550 Malkin Avenue and 1002 Station - Adopted on Consent",2026-02-03T12:24:19-08:00,Carried Unanimously,11,"{""In Favour"": 11, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18784-11345,18784,Council,2026-02-03,11345,RR12. CD-1 Rezoning: 2219-2285 Cambie Street - Adopted on Consent,2026-02-03T12:24:02-08:00,Carried Unanimously,11,"{""In Favour"": 11, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18784-11344,18784,Council,2026-02-03,11344,RR11. CD-1 Rezoning: 2202-2212 West 10th Avenue and 2221 Marstrand Avenue - Adopted on Consent,2026-02-03T12:23:43-08:00,Carried Unanimously,11,"{""In Favour"": 11, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18784-11343,18784,Council,2026-02-03,11343,RR10. CD-1 Rezoning: 453-461 East 10th Avenue and 2536-2542 Guelph Street - Adopted on Consent,2026-02-03T12:23:16-08:00,Carried Unanimously,11,"{""In Favour"": 11, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18784-11342,18784,Council,2026-02-03,11342,RR9. CD-1 (878) Text Amendment: 357-475 West 41st Avenue - Adopted on Consent,2026-02-03T12:23:00-08:00,Carried Unanimously,11,"{""In Favour"": 11, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
