motion_id,meeting_id,meeting_type,vote_date,vote_number,agenda_description,vote_start_date_time,decision,member_vote_count,vote_counts
18318-8736,18318,Council,2022-07-21,8736,Policy and Directions - Application for Rezoning at 830-850 Thurlow Street and 1045 Haro Street - final vote,2022-07-21T13:33:13-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18318-8735,18318,Council,2022-07-21,8735,Policy and Directions - Application for Rezoning at 830-850 Thurlow Street and 1045 Haro Street - amended amendment,2022-07-21T13:32:12-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18318-8734,18318,Council,2022-07-21,8734,Policy and Directions - Application for Rezoning at 830-850 Thurlow Street and 1045 Haro Street - Amendment to Amendment,2022-07-21T13:30:57-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18318-8733,18318,Council,2022-07-21,8733,Policy and Directions - Application for Rezoning at 830-850 Thurlow Street and 1045 Haro Street - second clause strike and replace,2022-07-21T13:13:24-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18318-8732,18318,Council,2022-07-21,8732,Policy and Directions - Application for Rezoning at 830-850 Thurlow Street and 1045 Haro Street - strike and replace first clause,2022-07-21T13:12:47-07:00,Carried,11,"{""In Favour"": 6, ""In Opposition"": 3, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18318-8731,18318,Council,2022-07-21,8731,Policy Enquiry Process Directions Report - Addressing Social Housing and Secured Rental Housing Priorities in the Hastings East Sub Area Between C,2022-07-21T10:43:05-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 1, ""No Vote"": 0, ""Ineligible"": 0}"
18220-8730,18220,Policy & Strategic Priorities,2022-07-20,8730,7. Approval of Form and Development - CD-1 806 5189 Earles Street,2022-07-20T21:02:15-07:00,Carried,10,"{""In Favour"": 6, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18220-8729,18220,Policy & Strategic Priorities,2022-07-20,8729,2. Approval of Form and Development - 710 East 56th Avenue,2022-07-20T20:59:35-07:00,Carried,10,"{""In Favour"": 6, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18220-8728,18220,Policy & Strategic Priorities,2022-07-20,8728,By-law 47,2022-07-20T20:55:01-07:00,Carried,10,"{""In Favour"": 7, ""In Opposition"": 1, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18220-8726,18220,Policy & Strategic Priorities,2022-07-20,8726,By-law 40,2022-07-20T20:52:07-07:00,Carried,10,"{""In Favour"": 7, ""In Opposition"": 1, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18220-8725,18220,Policy & Strategic Priorities,2022-07-20,8725,By-law 38,2022-07-20T20:40:15-07:00,Carried Unanimously,10,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18220-8724,18220,Policy & Strategic Priorities,2022-07-20,8724,By-law 37,2022-07-20T20:39:22-07:00,Carried Unanimously,10,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18220-8723,18220,Policy & Strategic Priorities,2022-07-20,8723,By-law 36,2022-07-20T20:38:34-07:00,Carried,10,"{""In Favour"": 7, ""In Opposition"": 1, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18220-8722,18220,Policy & Strategic Priorities,2022-07-20,8722,By-law 35,2022-07-20T20:36:38-07:00,Carried,10,"{""In Favour"": 7, ""In Opposition"": 1, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18220-8721,18220,Policy & Strategic Priorities,2022-07-20,8721,11. Enabling the Next Generation of Vancouver Specials (Member's Motion B.8),2022-07-20T19:49:16-07:00,Carried Unanimously,10,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18220-8720,18220,Policy & Strategic Priorities,2022-07-20,8720,11. Enabling the Next Generation of Vancouver Specials (Member's Motion B.8),2022-07-20T19:46:12-07:00,Carried Unanimously,10,"{""In Favour"": 6, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 4, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18220-8719,18220,Policy & Strategic Priorities,2022-07-20,8719,10. For a Swimmable Vancouver (Member's Motion B.7),2022-07-20T19:14:39-07:00,Carried Unanimously,10,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18220-8718,18220,Policy & Strategic Priorities,2022-07-20,8718,9. Making it Easier to Host Outdoor Festivals and Events in Vancouver (Member's Motion B.6),2022-07-20T18:41:19-07:00,Carried Unanimously,10,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18220-8717,18220,Policy & Strategic Priorities,2022-07-20,8717,8. Asking Staff to Put Money for a Seniors' Planner in the Draft 2023 Budget (Member's Motion B.5),2022-07-20T18:36:00-07:00,Carried Unanimously,10,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18220-8716,18220,Policy & Strategic Priorities,2022-07-20,8716,8. Asking Staff to Put Money for a Seniors' Planner in the Draft 2023 Budget (Member's Motion B.5),2022-07-20T18:32:15-07:00,Carried Unanimously,10,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18220-8715,18220,Policy & Strategic Priorities,2022-07-20,8715,7. Advocating for the Requirement of Side Guards on Heavy Trucks in Urban Areas (Member's Motion B.4),2022-07-20T18:20:09-07:00,Carried Unanimously,10,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18220-8714,18220,Policy & Strategic Priorities,2022-07-20,8714,6. Vancouver Hosting a C40 Climate Workshop for the Metro Vancouver Region (Member's Motion B.3),2022-07-20T16:37:27-07:00,Carried Unanimously,10,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18220-8713,18220,Policy & Strategic Priorities,2022-07-20,8713,6. Vancouver Hosting a C40 Climate Workshop for the Metro Vancouver Region (Member's Motion B.3),2022-07-20T16:36:27-07:00,Carried Unanimously,10,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18220-8712,18220,Policy & Strategic Priorities,2022-07-20,8712,5. Backing the Class Action Lawsuit Against Oil Companies (Member's Motion B.2),2022-07-20T16:28:27-07:00,Carried,10,"{""In Favour"": 5, ""In Opposition"": 5, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18220-8711,18220,Policy & Strategic Priorities,2022-07-20,8711,5. Backing the Class Action Lawsuit Against Oil Companies (Member's Motion B.2),2022-07-20T16:03:12-07:00,Carried,10,"{""In Favour"": 6, ""In Opposition"": 2, ""Abstain"": 1, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18220-8710,18220,Policy & Strategic Priorities,2022-07-20,8710,4. Commemorating Muslim Holidays (Member's Motion B.2),2022-07-20T15:24:19-07:00,Carried Unanimously,10,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18220-8709,18220,Policy & Strategic Priorities,2022-07-20,8709,3. 2030 Winter Olympic Games,2022-07-20T14:25:31-07:00,Carried,10,"{""In Favour"": 7, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18220-8708,18220,Policy & Strategic Priorities,2022-07-20,8708,3. 2030 Winter Olympic Games,2022-07-20T14:11:08-07:00,Carried Unanimously,10,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18220-8707,18220,Policy & Strategic Priorities,2022-07-20,8707,3. 2030 Winter Olympic Games,2022-07-20T13:54:21-07:00,Lost,10,"{""In Favour"": 1, ""In Opposition"": 9, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18220-8706,18220,Policy & Strategic Priorities,2022-07-20,8706,3. 2030 Winter Olympic Games,2022-07-20T13:34:37-07:00,Carried Unanimously,10,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 1, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18220-8705,18220,Policy & Strategic Priorities,2022-07-20,8705,3. 2030 Winter Olympic Games,2022-07-20T13:32:21-07:00,Carried Unanimously,10,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 1, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18220-8704,18220,Policy & Strategic Priorities,2022-07-20,8704,2. Contact Award for Supply and Delivery of Janitorial Supplies,2022-07-20T12:13:16-07:00,Carried Unanimously,10,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18220-8702,18220,Policy & Strategic Priorities,2022-07-20,8702,1. Contract Award for Asphalt Milling Services,2022-07-20T12:12:21-07:00,Carried Unanimously,10,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18219-8697,18219,Council,2022-07-19,8697,Report 7. Policy and Directions â€“ Application for Rezoning at 800-876 Granville Street - Fourth Paragraph,2022-07-19T22:02:25-07:00,Carried,11,"{""In Favour"": 9, ""In Opposition"": 1, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18219-8696,18219,Council,2022-07-19,8696,Report 7. Policy and Directions â€“ Application for Rezoning at 800-876 Granville Street - Third Paragraph,2022-07-19T22:01:57-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18219-8695,18219,Council,2022-07-19,8695,Report 7. Policy and Directions â€“ Application for Rezoning at 800-876 Granville Street - First and Second Paragraph,2022-07-19T22:01:23-07:00,Carried,11,"{""In Favour"": 9, ""In Opposition"": 1, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18219-8694,18219,Council,2022-07-19,8694,Report 7. Policy and Directions â€“ Application for Rezoning at 800-876 Granville Street - Amendment,2022-07-19T21:44:39-07:00,Carried,11,"{""In Favour"": 9, ""In Opposition"": 1, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18219-8693,18219,Council,2022-07-19,8693,Report 6. Skeena Terrace Policy Statement,2022-07-19T20:09:29-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18219-8692,18219,Council,2022-07-19,8692,"Report 5. 2023 Fee Increases for Rezoning, Development, Building, and Other Related Permits",2022-07-19T19:47:33-07:00,Carried,11,"{""In Favour"": 9, ""In Opposition"": 1, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18219-8691,18219,Council,2022-07-19,8691,"Report 4. 2023 Business Licence, Vehicles for Hire and Animal Control Fees",2022-07-19T19:45:57-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18219-8690,18219,Council,2022-07-19,8690,Report 1. 2022 Community Services and Other Social Grants,2022-07-19T19:36:44-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18219-8689,18219,Council,2022-07-19,8689,Report 1. 2022 Community Services and Other Social Grants - Amendment,2022-07-19T19:35:22-07:00,Carried,11,"{""In Favour"": 4, ""In Opposition"": 4, ""Abstain"": 2, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18219-8688,18219,Council,2022-07-19,8688,Report 3. MMIWG2S Response Report: Response to the National Inquiry into Missing and Murdered Indigenous Women and Girls Calls for Justice and Red Women Rising Report Recommendations,2022-07-19T17:32:42-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18219-8687,18219,Council,2022-07-19,8687,Report A. Report on the Accessibility Strategy â€“ Phase I,2022-07-19T15:36:47-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18219-8686,18219,Council,2022-07-19,8686,Report A. Report on the Accessibility Strategy â€“ Phase I - Amendment,2022-07-19T15:25:00-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18219-8685,18219,Council,2022-07-19,8685,Report A. Report on the Accessibility Strategy â€“ Phase I - Amendment,2022-07-19T15:23:09-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18219-8684,18219,Council,2022-07-19,8684,Report A. Report on the Accessibility Strategy â€“ Phase I - Amendment,2022-07-19T15:11:37-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18219-8681,18219,Council,2022-07-19,8681,Report 2 - Community Housing Incentive Program Grant,2022-07-19T12:12:18-07:00,Carried Unanimously,11,"{""In Favour"": 11, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18311-8680,18311,Auditor General Committee,2022-07-15,8680,"1. Whistleblowing - Reporting, Investigation and Protection ADMIN-002",2022-07-15T13:34:20-07:00,Carried Unanimously,9,"{""In Favour"": 4, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 4, ""Ineligible"": 0}"
18311-8679,18311,Auditor General Committee,2022-07-15,8679,2. Amendments to City of Vancouver Policies,2022-07-15T13:33:47-07:00,Carried Unanimously,9,"{""In Favour"": 4, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 4, ""Ineligible"": 0}"
18272-8675,18272,Public Hearing,2022-07-12,8675,5. CD-1 Text Amendment: East Fraser Lands Waterfront Precinct: 3480 East Kent Avenue South and 3522 East Kent Avenue South,2022-07-12T22:06:03-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18272-8674,18272,Public Hearing,2022-07-12,8674,1. Miscellaneous Amendments Concerning Various CD-1 By-laws,2022-07-12T22:04:54-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18272-8672,18272,Public Hearing,2022-07-12,8672,6. CD-1 Rezoning: 625-777 Pacific Street and 1390 Granville Street (Granville Loops),2022-07-12T22:03:06-07:00,Carried,11,"{""In Favour"": 7, ""In Opposition"": 3, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18272-8671,18272,Public Hearing,2022-07-12,8671,4. CD-1 Rezoning: 2062-2092 East Broadway,2022-07-12T19:16:32-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18272-8670,18272,Public Hearing,2022-07-12,8670,3. CD-1 Rezoning: 901 West Broadway,2022-07-12T18:57:33-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18216-8669,18216,Public Hearing,2022-07-07,8669,5. CD-1 (313) Text Amendment: 2010 Harrison Drive,2022-07-07T20:04:26-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18216-8668,18216,Public Hearing,2022-07-07,8668,4. CD-1 Rezoning: 131-163 West 49th Avenue,2022-07-07T19:22:46-07:00,Carried,11,"{""In Favour"": 6, ""In Opposition"": 1, ""Abstain"": 0, ""Absent"": 4, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18216-8665,18216,Public Hearing,2022-07-07,8665,3. CD-1 Rezoning: 1290 Hornby Street,2022-07-07T19:02:01-07:00,Carried Unanimously,11,"{""In Favour"": 6, ""In Opposition"": 0, ""Abstain"": 1, ""Absent"": 4, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18216-8664,18216,Public Hearing,2022-07-07,8664,2. CD-1 Rezoning: 5589-5661 Baillie Street,2022-07-07T18:35:41-07:00,Carried Unanimously,11,"{""In Favour"": 7, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 4, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18216-8663,18216,Public Hearing,2022-07-07,8663,1. 2022 Annual Inflationary Rate Adjustments to Density Bonus Contributions,2022-07-07T18:19:43-07:00,Carried Unanimously,11,"{""In Favour"": 6, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 5, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18215-8657,18215,City Finance & Services,2022-07-06,8657,1.  Vancouver Plan: A long range plan to guide growth and change,2022-07-06T21:27:44-07:00,Carried,11,"{""In Favour"": 8, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18214-8656,18214,Public Hearing,2022-07-05,8656,4. CD-1 Rezoning: 3970-3998 Main Street,2022-07-05T20:13:02-07:00,Carried,11,"{""In Favour"": 9, ""In Opposition"": 1, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18214-8655,18214,Public Hearing,2022-07-05,8655,3. CD-1 Rezoning: 418-496 Alexander Street,2022-07-05T19:05:05-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18214-8654,18214,Public Hearing,2022-07-05,8654,2. Regulation Redesign - Draft Updated Zoning and Development By-law,2022-07-05T18:54:26-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18214-8653,18214,Public Hearing,2022-07-05,8653,1. Heritage Designation: 347 West Pender Street (Hartney Chambers),2022-07-05T18:43:56-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18214-8652,18214,Public Hearing,2022-07-05,8652,1. Heritage Designation: 347 West Pender Street (Hartney Chambers) - amendment,2022-07-05T18:43:05-07:00,Carried Unanimously,11,"{""In Favour"": 8, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 3, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18213-8651,18213,Council,2022-07-05,8651,Miscellaneous Amendments Concerning Various CD-1 By-laws,2022-07-05T17:19:07-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18213-8650,18213,Council,2022-07-05,8650,600 Drake Street: Statutory Right of Way - Granville Loops Road Construction,2022-07-05T17:18:40-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18213-8649,18213,Council,2022-07-05,8649,Debenture Program 2022,2022-07-05T17:18:15-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18213-8643,18213,Council,2022-07-05,8643,1025 - 1027 Davie Street - Application for an Amendment to a Liquor Primary Licence - Liquor Establishment Class 3 (Pub) - final A and remainder of B,2022-07-05T16:40:33-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 1, ""No Vote"": 0, ""Ineligible"": 0}"
18213-8642,18213,Council,2022-07-05,8642,1025 - 1027 Davie Street - Application for an Amendment to a Liquor Primary Licence - Liquor Establishment Class 3 (Pub) - final - Further That in B,2022-07-05T16:40:10-07:00,Carried,11,"{""In Favour"": 7, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 1, ""No Vote"": 0, ""Ineligible"": 0}"
18213-8641,18213,Council,2022-07-05,8641,. 1025 - 1027 Davie Street - Application for an Amendment to a Liquor Primary Licence - Liquor Establishment Class 3 (Pub) - Amended Motion A and Reminder of B,2022-07-05T16:38:29-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 1, ""No Vote"": 0, ""Ineligible"": 0}"
18213-8640,18213,Council,2022-07-05,8640,R6. 1025 - 1027 Davie Street - Application for an Amendment to a Liquor Primary Licence - Liquor Establishment Class 3 (Pub) - Amended Amendment - Further That in B,2022-07-05T16:38:02-07:00,Carried,11,"{""In Favour"": 7, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 1, ""No Vote"": 0, ""Ineligible"": 0}"
18213-8639,18213,Council,2022-07-05,8639,1025 - 1027 Davie Street - Application for an Amendment to a Liquor Primary Licence - Liquor Establishment Class 3 (Pub) - Amendment to the Amendment,2022-07-05T16:36:15-07:00,Carried,11,"{""In Favour"": 5, ""In Opposition"": 3, ""Abstain"": 1, ""Absent"": 1, ""Declared Conflict"": 1, ""No Vote"": 0, ""Ineligible"": 0}"
18213-8638,18213,Council,2022-07-05,8638,Friendship City Program,2022-07-05T15:01:51-07:00,Carried Unanimously,11,"{""In Favour"": 9, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18213-8637,18213,Council,2022-07-05,8637,Amendments to Impounding and Vehicles for Hire by-laws - Towing Fuel Surcharges,2022-07-05T11:58:47-07:00,Carried,11,"{""In Favour"": 7, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 2, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18213-8636,18213,Council,2022-07-05,8636,Historical Discrimination Against People of South Asian Canadian Descent - Final,2022-07-05T11:50:19-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18213-8635,18213,Council,2022-07-05,8635,Historical Discrimination Against People of South Asian Canadian Descent - Amend Cii,2022-07-05T11:31:38-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18213-8634,18213,Council,2022-07-05,8634,Historical Discrimination Against People of South Asian Canadian Descent - Amend B,2022-07-05T11:30:11-07:00,Carried Unanimously,11,"{""In Favour"": 10, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 1, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18308-8632,18308,Special Council,2022-06-29,8632,1. 2023-2026 Capital Plan: Final Plan,2022-06-29T16:56:00-07:00,Carried Unanimously,11,"{""In Favour"": 11, ""In Opposition"": 0, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18308-8631,18308,Special Council,2022-06-29,8631,1. 2023-2026 Capital Plan: Final Plan,2022-06-29T16:55:38-07:00,Carried,11,"{""In Favour"": 9, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
18308-8630,18308,Special Council,2022-06-29,8630,1. 2023-2026 Capital Plan: Final Plan,2022-06-29T16:54:56-07:00,Carried,11,"{""In Favour"": 9, ""In Opposition"": 2, ""Abstain"": 0, ""Absent"": 0, ""Declared Conflict"": 0, ""No Vote"": 0, ""Ineligible"": 0}"
